expver,time,tp
1,2020-05-20 07:00:00,0.0003822632
1,2020-05-20 08:00:00,0.0004388243
1,2020-05-20 09:00:00,0.0006172806
1,2020-05-20 10:00:00,0.0005412176
1,2020-05-20 11:00:00,0.000112142414
1,2020-05-20 12:00:00,0.00029254705
1,2020-05-23 10:00:00,9.946525e-05
1,2020-05-23 11:00:00,0.00038811564
1,2020-05-23 12:00:00,0.00024866685
1,2020-05-30 06:00:00,0.00021355972
1,2020-05-30 18:00:00,0.0001735799
1,2020-05-30 19:00:00,0.00040274113
1,2020-05-30 20:00:00,0.0002174601
1,2020-05-31 09:00:00,0.00014432147
1,2020-05-31 11:00:00,0.00018918142
1,2020-05-31 12:00:00,0.00047490373
1,2020-06-01 05:00:00,0.00034130737
1,2020-06-01 07:00:00,0.00015992671
1,2020-06-01 09:00:00,0.00032082945
1,2020-06-01 11:00:00,0.002500331
1,2020-06-01 12:00:00,0.0018372163
1,2020-06-01 13:00:00,0.0006952919
1,2020-06-01 14:00:00,0.0006514117
1,2020-06-01 15:00:00,0.00061922893
1,2020-06-01 16:00:00,0.00024964288
1,2020-06-01 17:00:00,0.00018528104
1,2020-06-01 18:00:00,0.00023598969
1,2020-06-01 20:00:00,0.00037933886
1,2020-06-01 21:00:00,0.00025451556
1,2020-06-01 23:00:00,0.00017065182
1,2020-06-02 01:00:00,0.00020771101
1,2020-06-02 04:00:00,0.00032180548
1,2020-06-02 12:00:00,0.0005314648
1,2020-06-03 11:00:00,0.00025744364
1,2020-06-04 01:00:00,0.00043102354
1,2020-06-04 02:00:00,0.00042614713
1,2020-06-04 03:00:00,0.00032960624
1,2020-06-04 04:00:00,0.00023793802
1,2020-06-04 06:00:00,0.00035983697
1,2020-06-04 07:00:00,0.000491485
1,2020-06-04 08:00:00,0.0006280057
1,2020-06-04 09:00:00,0.0013418309
1,2020-06-04 13:00:00,0.00047003105
1,2020-06-05 20:00:00,0.00011311844
1,2020-06-05 22:00:00,0.00060460344
1,2020-06-05 23:00:00,0.00083376653
1,2020-06-06 00:00:00,0.0007879343
1,2020-06-06 01:00:00,0.00061435625
1,2020-06-06 02:00:00,0.00044272467
1,2020-06-06 03:00:00,0.00037836283
1,2020-06-06 04:00:00,0.00037446246
1,2020-06-06 06:00:00,0.00042322278
1,2020-06-06 07:00:00,0.00038909167
1,2020-06-06 08:00:00,0.000337407
1,2020-06-06 09:00:00,0.00079866126
1,2020-06-07 09:00:00,0.00025549158
1,2020-06-10 05:00:00,0.00014724955
1,2020-06-10 08:00:00,0.00039104
1,2020-06-10 09:00:00,0.0003803149
1,2020-06-11 04:00:00,0.00022136047
1,2020-06-12 04:00:00,0.0003471598
1,2020-06-12 05:00:00,0.00017748028
1,2020-06-12 06:00:00,0.00014237314
1,2020-06-12 07:00:00,0.00023111328
1,2020-06-15 00:00:00,0.00013067201
1,2020-06-15 04:00:00,0.00046222657
1,2020-06-15 05:00:00,0.00054316595
1,2020-06-15 06:00:00,0.00075770356
1,2020-06-15 07:00:00,0.00067286566
1,2020-06-15 08:00:00,0.00047587976
1,2020-06-15 09:00:00,0.0007108953
1,2020-06-15 11:00:00,0.00017260388
1,2020-06-16 07:00:00,0.0006660372
1,2020-06-16 08:00:00,0.0007703807
1,2020-06-16 09:00:00,0.00084351934
1,2020-06-16 10:00:00,0.0010014959
1,2020-06-18 05:00:00,0.00017162785
1,2020-06-18 06:00:00,0.00020673499
1,2020-06-18 08:00:00,0.00014627352
1,2020-06-20 04:00:00,0.00022038817
1,2020-06-20 05:00:00,0.00028182194
1,2020-06-20 06:00:00,0.0003091283
1,2020-06-20 07:00:00,0.00014042109
1,2020-06-20 10:00:00,0.0003812909
1,2020-06-24 20:00:00,0.0001794286
1,2020-06-24 21:00:00,0.0003052242
1,2020-06-25 02:00:00,0.0004251711
1,2020-06-25 03:00:00,0.00060557947
1,2020-06-25 04:00:00,0.00034423172
1,2020-06-25 10:00:00,0.00027109683
1,2020-06-25 13:00:00,0.0002993755
1,2020-06-25 14:00:00,0.00029352307
1,2020-06-25 15:00:00,0.0002457425
1,2020-06-30 05:00:00,0.00027304515
1,2020-06-30 06:00:00,0.00041151792
1,2020-06-30 07:00:00,0.00021161139
1,2020-07-03 07:00:00,0.0002467148
1,2020-07-03 09:00:00,0.00019210577
1,2020-07-04 05:00:00,0.0005022101
1,2020-07-04 06:00:00,0.0003617853
1,2020-07-04 09:00:00,0.0007138215
1,2020-07-06 04:00:00,0.0003335066
1,2020-07-06 06:00:00,0.0004534498
1,2020-07-08 03:00:00,0.00020478293
1,2020-07-08 12:00:00,0.00039299205
1,2020-07-08 18:00:00,0.0004495494
1,2020-07-08 20:00:00,0.0005831495
1,2020-07-08 21:00:00,0.0008230414
1,2020-07-08 22:00:00,0.0007928107
1,2020-07-08 23:00:00,0.0006933436
1,2020-07-09 00:00:00,0.00044662505
1,2020-07-09 01:00:00,0.00035398453
1,2020-07-09 07:00:00,0.0003773868
1,2020-07-09 12:00:00,0.00048465654
1,2020-07-09 14:00:00,0.0002944991
1,2020-07-09 18:00:00,0.00064361095
1,2020-07-10 00:00:00,0.00046515465
1,2020-07-10 01:00:00,0.0010434277
1,2020-07-10 02:00:00,0.00068164244
1,2020-07-10 06:00:00,0.00027792156
1,2020-07-10 09:00:00,0.0005295165
1,2020-07-11 23:00:00,0.0005743727
